"institution.name","collection","object_number","object_category","object_name","title","description","creator","creator.role","production.place","production.period","production.date.start","production.date.start.prec","production.date.end","production.date.end.prec","material","material.part","dimension.part","dimension.value","dimension.unit","inscription.content","association.person","association.subject.type","association.subject","association.period"
"Industriemuseum","energie","V35269","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer) van het merk Mazda, type Super E27. Bewaard in originele kartonnen doos. 
Technisch: 130V - 32W - 40Dlm.","MBLE","fabrikant","Brussel (stad)","","","","","","karton","verpakking","verpakking","12.2","cm","MAZDA / GEWAARBORGD DOOR : MANUFACTURE BELGE DE LAMPES / ÉLECTRIQUES S.A.  / BELGISCHE OCTROOIEN / Nrs. 288.073, 303.916, 325.316, 334.075, 339.151, / 362.691, 367.348, 398.598, 398.635,  400.557, 401.590. // BELGISCHE / VEREENIGING VAN FA- / BRIKANTEN VAN ELEK- / TRISCH MATERIAAL / Gij gebruikt belgisch / matriaal, daardoor hebt / gij belgische arbeiders / aan 't  werk geholpen.
/ DANK U!","","onderwerp","energie",""
"Industriemuseum","energie","V35262","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sigtay","Elektrische lamp met schroeffitting en heldere ballon in glas (peer) van het merk Sigtay, type E27. Bewaard in originele verpakking van golfkarton
Technisch: 140V - 150W.","Sigtay","fabrikant","Ninove","20ste eeuw","","","","","karton","verpakking","verpakking","16","cm","SIGTAY / 140 V 150 W / ET. 53 ST.","","onderwerp","energie",""
"Industriemuseum","energie","V35268","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sigtay","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer) van het merk Sigtay, type Perle E27. Bewaard in originele kartonnen doos.
Technisch: 230V - 60W.","Sigtay","fabrikant","Ninove","20ste eeuw","","","","","karton","verpakking","verpakking","12.2","cm","230V. 60W PERLE","","onderwerp","energie",""
"Industriemuseum","energie","V35267","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en heldere ballon in glas (globe op steel) van het merk Mazda, type E27. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 110V - 200W.","MBLE","fabrikant","Brussel (stad)","","","","","","papier","verpakking","verpakking","25","cm","LAMPE / MAZDA / BELGE / Brevetes Belges Nos 229.366 et 266.599 / Favorisez l'Industrie Nationale","","onderwerp","energie",""
"Industriemuseum","energie","V35263","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sparta","Elektrische reflectorlamp met schroeffitting en ballon in glas (klok) aan de bovenzijde mat wit met zilverkleurige basis van het merk Sparta, type E27. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 110V - 60W.","Scaldia Lamp Works nv","fabrikant","Puurs","","","","","","papier","verpakking","verpakking","13","cm","La Lampe / Sparta / 110/60","","onderwerp","energie",""
"Industriemuseum","energie","V35250","elektrische verlichting","gloeilamp","Gloeilamp van het merk Delta","Elektrische lamp met schroeffitting en helder ballon van glas (globe op steel) van het merk Delta, type E27. Bewaard in originele kartonnen doos.
Technisch: 130V - 150W.","Delta","fabrikant","Lessen","","","","","","karton","verpakking","verpakking","18","cm","DELTA / DELTA LAMP WORKS S.A. / DURABILITY / DELTA Lights / the / WORLD / to Perfection / ECONOMY / DELTA / This lamp is / guaranteed to / burn 1000 hours / by Faraday's / official test manufactured by: / The DELTA / LAMP WORKS S.A. / PERFECTION","","onderwerp","energie",""
"Industriemuseum","energie","V35247","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer) van het merk Mazda, type Efficia E27. Bewaard in originele verpakking van golfkarton.
Technisch: 230V - 32W - 37Dlm.","MBLE","fabrikant","Brussel (stad)","","","","","","karton","verpakking","verpakking","11","cm","MAZDA / EFficia / VEEL LICHT / WEINIG STROOM / KORTER LEVENSDUUR // 230V. 37 Dlm. 32 W. / DEP. INT. ","","onderwerp","energie",""
"Industriemuseum","energie","V35230","elektrische verlichting","gloeilamp","Gloeilamp van het merk LEB","Elektrische lamp met schroeffitting en heldere ballon in glas (conisch en gepunt) van het merk Lampes Électriques Belges (LEB), type E27. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 55V.","LEB (Lampes Électriques Belges)","fabrikant","Lessen","1ste helft 20ste eeuw","1920","","1926","","papier","verpakking","verpakking","14","cm","55 V 16 B","","onderwerp","energie","1ste helft 20ste eeuw"
"Industriemuseum","energie","V35232","elektrische verlichting","gloeilamp","Gloeilamp van het merk Fanal","Elektrische lamp met schroeffitting en heldere ballon in glas (conisch en gepunt) van het merk Fanal, type E27. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 110V - 50W.","Fanal","fabrikant","Brussel (stad)","","","","","","papier","verpakking","verpakking","13","cm","LAMPE ""FANAL"" / BRUXELLES / MARQUE DEPOSÉE / 50/110","","onderwerp","energie",""
"Industriemuseum","energie","V35261","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sigtay","Elektrische lamp met schroeffitting en heldere ballon in glas (peer) van het merk Sigtay, type E27. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 130V - 200W.","Sigtay","fabrikant","Ninove","20ste eeuw","","","","","karton","verpakking","verpakking","18.5","cm","SIGTAY / 130v 200w","","onderwerp","energie",""
"Industriemuseum","energie","V10292","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer) van het merk Mazda, type Matintra E27. Bewaard in originele verpakking van golfkarton en papier. 
Technisch: 130V - 40W.","MBLE","fabrikant","Brussel (stad)","","","","","","papier","verpakking","verpakking","11","cm","BONNE LUMIERE / BONNE HUMEUR / MAZDA / BREVETS BELGES N° 229366 / ET 266599 / MANUFACTURE BELGE DE LAMPES / ELECTRIQUES S.A. BRUXELLES // GIJ GEBRUIKT BELGISCH MATE- / RIAAL, DAARDOOR HEBT GIJ / BELGISCHE ARBEIDERS AAN 'T / WERK GEHOLPEN. / DANK U! // 130-40W Ed. / MATINTRA","","onderwerp","energie",""
"Industriemuseum","energie","V10297","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met bajonetfitting en heldere ballon in glas (buis) van het merk Mazda, type Tube B22. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 125V - 25W.","MBLE","fabrikant","Brussel (stad)","","","","","","papier","verpakking","verpakking","11.3","cm","TUBE 24/80 B. 22/21 / 125 v. 25 w.","","onderwerp","energie",""
"Industriemuseum","energie","V28352-006","systeemonderdelen","lasdoos","Lasdoos of aansluitdoos voor inbouw van het merk ACEC","Aftakdoos in metaal met 2 aansluitpunten.","ACEC","fabrikant","Charleroi","","","","","","metaal","geheel","geheel","4","cm","ACEC","","onderwerp","energie",""
"Industriemuseum","energie","V10306","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en heldere ballon in glas (globe op steel en gepunt) van het merk Mazda, type E27. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 150V - 400W.","MBLE","fabrikant","Brussel (stad)","","","","","","papier","verpakking","verpakking","12.5","cm","MAZDA / M.B.L.E.","","onderwerp","energie",""
"Industriemuseum","energie","V10342","elektrische verlichting","gloeilamp","Gloeilamp van het merk Philips","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer) van het merk Philips, type Argaphoto B PF 308 E/21 E27, gebruikt voor fotografie en filmopnames. Bewaard in originele kartonnen doos. Met afzonderlijke gebruiksaanwijzing in verschillende talen over het gebruik van de beeldsnelheden voor smalfilm in combinatie met de lamp.
Technisch: 110V - 500W - 12500Lm.","Philips nv","fabrikant","Nederland","20ste eeuw","","","","","karton","verpakking","verpakking","18.5","cm","""ARGAPHOTO"" / B / 110 V 500 W E27 / TYP. PF 308 E/21 / 12500 Lm / MADE IN HOLLAND / PHILIPS","","onderwerp","energie",""
"Industriemuseum","energie","V10344","elektrische verlichting","gloeilamp","Gloeilamp van het merk Osram","Elektrische lamp met schroeffitting en heldere ballon in glas (peer) van het merk Osram, type E27. Bewaard in originele kartonnen doos.
Technisch: 140V - 25W.","Osram","fabrikant","München","20ste eeuw","","","","","karton","verpakking","verpakking","10","cm","OSRAM / MADE IN GERMANY / 140 V 25 W / klar","","onderwerp","energie",""
"Industriemuseum","energie","V10345","elektrische verlichting","gloeilamp","Gloeilamp van het merk Tungsram","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer) van het merk Tungsram, type E27. Bewaard in originele kartonnen doos.
Technisch: 140V - 25W - 250 Lm.","Tungsram","fabrikant","Hongarije","","","","","","karton","verpakking","verpakking","10.1","cm","TUNGSRAM / IMP. / 140V 25W / T 3 / 250 LUMEN","","onderwerp","energie",""
"Industriemuseum","energie","V10349","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en heldere ballon in glas (peer) en aan de bovenzijde mat van het merk Mazda, type Mazdagaz E27.
Technisch: 115V - 100W.","MBLE","fabrikant","Brussel (stad)","","","","","","glas","ballon","verpakking","14","cm","LAMPE / 115-100W / MAZDAGAZ / e / BELGE","","onderwerp","energie",""
"Industriemuseum","energie","V10350","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en heldere ballon in glas (conische en gepunt) van het merk Mazda, type E27.
Technisch: 220V - 50W.","MBLE","fabrikant","Brussel (stad)","","","","","","glas","ballon","lamp","13","cm","LAMPE / MAZDA / M.B.L.E.","","onderwerp","energie",""
"Industriemuseum","energie","V10347","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met bajonetfitting en heldere ballon in glas (globe op steel) van het merk Mazda, type B22. Bewaard in originele verpakking van golfkarton.
Technisch: 110V - 200W - 3250 Lm.","MBLE","fabrikant","Brussel (stad)","","","","","","karton","verpakking","verpakking","18","cm","MAZDA / 110 V / 200W - 3250 lm / e. / BELGE / ET 48 ST","","onderwerp","energie",""
"Industriemuseum","energie","V10348","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer) van het merk Mazda, type Efficia E27. 
Technisch: 230V - 32W - 37Dlm.","MBLE","fabrikant","Brussel (stad)","","","","","","glas","ballon","lamp","10.6","cm","MAZDA / EFFICIA / 230 V / 32 W 37 Dlm","","onderwerp","energie",""
"Industriemuseum","energie","V21365","elektrische verlichting","gloeilamp","Halogeenlamp van het merk Philips","Elektrische lamp, steekfitting met keramische voet en 2 pinnen en heldere ballon in glas (buis met bolvormige verdikking) van het merk Philips, type 6994P GY16, gebruikt in studio's. Bewaard in originele kartonnen doos.
Technisch: 230V - 2000W.","Philips nv","fabrikant","Frankrijk","","","","","","karton","verpakking","verpakking","22","cm","2000W 230V GY16 / FTM - CP/72 6994P / 185839","","onderwerp","energie",""
"Industriemuseum","energie","V10389","elektrische verlichting","gloeilamp","Halogeenlamp van het merk Philips","Elektrische lamp, steekfitting met keramische voet en 2 pinnen en heldere ballon in glas (buis en gepunt) van het merk Philips, type 6364P GY16, gebruikt in studio's.
Technisch: 220V - 2000W.","Philips nv","fabrikant","Nederland","","","","","","kwartsglas","ballon","lamp","13.8","cm","PHILIPS MADE IN HOLLAND / 220V 2000W 6364 P 3H","","onderwerp","energie",""
"Industriemuseum","energie","V15123","elektrische verlichting","gloeilamp","Gloeilamp van het merk Luxor","Elektrische lamp met schroeffitting en matte witte ballon in glas (globe) van het merk Luxor, type Boule E14. Bewaard in originele verpakking van golfkarton.
Technisch: 24V - 25W.","Luxor nv","fabrikant","Vorst (Brussel)","20ste eeuw","","","","","karton","verpakking","verpakking","9.8","cm","24 V 25 W / E14 BOULE / NACRE","","onderwerp","energie",""
"Industriemuseum","energie","V15010","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sigtay","Elektrische lamp met bajonetfitting en witte ballon in glas (peer) van het merk Sigtay, type Fluopal B22. Bewaard in originele verpakking van golfkarton en papier.
Technisch: 12V - 15W.","Sigtay","fabrikant","Ninove","20ste eeuw","","","","","papier","verpakking","verpakking","10.2","cm","SIGTAY / 12V 75W / BAY / FLUOPAL","","onderwerp","energie",""
"Industriemuseum","energie","V31368-003","elektrische verlichting","gloeilamp","Gloeilamp van het merk Philips","Elektrische lamp met schroeffitting en matte witte ballon in glas (peer op lange steel) van het merk Philips, type Photolita M PF 208 E/21 E27, gebruikt voor fotografie. Bewaard in originele kartonnen doos. Met afzonderlijke gebruiksaanwijzing in verschillende talen over het gebruik van de beeldsnelheden voor smalfilm in combinatie met de lamp.
Technisch: 220V - 500W - 14500Lm.","Philips nv","fabrikant","Nederland","20ste eeuw","","","","","karton","verpakking","verpakking","19","cm","220 V 500 W E 27 / TYP. PF 208 E/21 / 14500 Lm / MADE IN HOLLAND","","onderwerp","energie",""
"Industriemuseum","energie","V35054","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en matte witte ballon in glas (globe) van het merk Mazda, type E27. Bewaard in originele verpakking van golfkarton en papier. Gebruikt door de Haven van Stad Gent.
Technisch: 230V - 15W.","MBLE","fabrikant","Brussel (stad)","","","","","","papier","verpakking","verpakking","8","cm","BONNE LUMIERE / BONNE HUMEUR / MAZDA / BREVETS BELGES N° 229366 / ET 266599 / MANUFACTURE BELGE DE LAMPES / ELECTRIQUES S.A. BRUXELLES // GIJ GEBRUIKT BELGISCH MATE- / RIAAL, DAARDOOR HEBT GIJ / BELGISCHE ARBEIDERS AAN 'T / WERK GEHOLPEN. / DANK U!","","onderwerp","energie",""
"Industriemuseum","energie","V35258-001","elektrische verlichting","gloeilamp","Gloeilamp van het merk Mazda","Elektrische lamp met schroeffitting en helder blauwe ballon van glas (globe op steel en gepunt) van het merk
Mazda, type E27.
Technisch: 250V - 200W.","Westinghouse Electric Corporation","fabrikant","Groot-Brittannië","","","","","","glas","ballon","lamp","20","cm","CAUTION / The reflector or globe / used with this lamp should / be well ventillated. The upper / part of the bulb should be pro- / tected from water or snow as / otherwise the glass may / crack. LAMP DESIGNED / FOR OPERATION TIP / DOWN ONLY // WESTINGHOUSE / 200W MAZDA 250V ","","onderwerp","energie",""
"Industriemuseum","energie","V35264","elektrische verlichting","gloeilamp","Gloeilamp van het merk Sigtay","Elektrische lamp met schroeffitting en helder ballon van glas (peer) van het merk Sigtay, type E27.","Sigtay","fabrikant","Ninove","","","","","","glas","ballon","lamp","10.8","cm","SIGTAY","","onderwerp","energie",""
"Industriemuseum","energie","V10480","elektrische verlichting","gloeilamp","Kooldraadlamp zonder merk","Elektrische lamp met bajonetfitting en heldere ballon in glas (klok en gepunt) zonder merk, type B22.
Technisch: 120V - 16W.","onbekend","","","","","","","","glas","lamp","lamp","10.1","cm","120-16 4329 171","","onderwerp","energie",""
